Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,Income Category,Risk Status,Experience Level,Age Group
46247,357702,76,6,single,owned,no,Official,Solapur,Maharashtra,3,13,1,Low,Risky,Experienced,Senior
46248,3125348,79,17,single,rented,no,Architect,Vellore,Tamil_Nadu,9,13,0,Medium,Safe,Experienced,Senior
46249,6758342,33,3,single,rented,no,Comedian,Patiala,Punjab,3,11,0,Medium,Safe,Experienced,Adult
46250,9804227,60,11,single,rented,no,Geologist,Ratlam,Madhya_Pradesh,8,11,0,High,Safe,Experienced,Senior
46251,871215,68,19,single,rented,yes,Financial_Analyst,Shivpuri,Madhya_Pradesh,6,11,0,Low,Safe,Experienced,Senior
46252,6596959,40,5,single,rented,yes,Flight_attendant,Jamnagar,Gujarat,5,14,1,Medium,Risky,Experienced,Adult
46253,326917,31,20,single,rented,no,Industrial_Engineer,Dehradun,Uttarakhand,11,10,0,Low,Safe,Experienced,Adult
46254,8623686,27,5,single,rented,no,Fashion_Designer,Raurkela_Industrial_Township,Odisha,5,11,0,High,Safe,Experienced,Young
46255,4816881,59,19,single,rented,no,Firefighter,Satna,Madhya_Pradesh,11,10,1,Medium,Risky,Experienced,Senior
46256,6593030,78,15,single,rented,no,Aviator,Chandrapur,Maharashtra,11,12,0,Medium,Safe,Experienced,Senior
46257,1620737,54,18,single,rented,yes,Librarian,Munger,Bihar,10,11,1,Low,Risky,Experienced,Senior
46258,384955,74,20,single,rented,no,Economist,Dharmavaram,Andhra_Pradesh,9,13,0,Low,Safe,Experienced,Senior
46259,2065698,24,10,single,rented,yes,Mechanical_engineer,Chinsurah,West_Bengal,5,11,0,Low,Safe,Experienced,Young
46260,8897257,65,12,single,rented,no,Fashion_Designer,Siwan[32],Bihar,5,14,0,High,Safe,Experienced,Senior
46261,330349,63,9,single,rented,no,Petroleum_Engineer,Jodhpur,Rajasthan,4,10,0,Low,Safe,Experienced,Senior
46262,7461869,51,10,single,rented,yes,Industrial_Engineer,Jamnagar,Gujarat,10,10,0,High,Safe,Experienced,Senior
46263,4181786,51,12,single,norent_noown,yes,Statistician,Korba,Chhattisgarh,4,13,0,Medium,Safe,Experienced,Senior
46264,8947393,68,1,single,rented,yes,Civil_servant,Satna,Madhya_Pradesh,1,10,0,High,Safe,Experienced,Senior
46265,9652233,65,13,single,rented,no,Technical_writer,Gwalior,Madhya_Pradesh,12,14,0,High,Safe,Experienced,Senior
46266,3909537,30,6,single,rented,no,Drafter,Mau,Uttar_Pradesh,4,14,0,Medium,Safe,Experienced,Adult
46267,9760129,44,12,single,norent_noown,no,Chemical_engineer,Allahabad,Uttar_Pradesh[5],11,10,0,High,Safe,Experienced,Adult
46268,8162332,74,9,single,rented,no,Industrial_Engineer,Durgapur,West_Bengal,6,10,0,High,Safe,Experienced,Senior
46269,7631011,39,19,married,rented,no,Politician,Jamshedpur,Jharkhand,12,10,0,High,Safe,Experienced,Adult
46270,3580985,53,13,married,rented,no,Chef,Buxar[37],Bihar,13,14,1,Medium,Risky,Experienced,Senior
46271,1380488,37,0,single,rented,yes,Web_designer,Barasat,West_Bengal,0,13,0,Low,Safe,Experienced,Adult
46272,962072,25,14,single,rented,yes,Consultant,Phagwara,Punjab,4,11,0,Low,Safe,Experienced,Young
46273,8863428,74,5,single,rented,no,Chemical_engineer,Jorhat,Assam,5,14,0,High,Safe,Experienced,Senior
46274,4080051,57,11,single,rented,yes,Firefighter,Tenali,Andhra_Pradesh,4,14,1,Medium,Risky,Experienced,Senior
46275,8732919,54,18,single,rented,no,Politician,Sikar,Rajasthan,5,13,1,High,Risky,Experienced,Senior
46276,7906410,60,8,single,rented,no,Chemical_engineer,New_Delhi,Delhi,8,11,0,High,Safe,Experienced,Senior
46277,7637007,48,17,single,rented,no,Dentist,Uluberia,West_Bengal,4,12,0,High,Safe,Experienced,Adult
46278,9731801,72,3,single,owned,no,Geologist,Ahmedabad,Gujarat,3,12,1,High,Risky,Experienced,Senior
46279,5073397,41,9,single,rented,no,Computer_hardware_engineer,Bhind,Madhya_Pradesh,4,12,0,Medium,Safe,Experienced,Adult
46280,2393887,40,13,single,rented,no,Dentist,Ambattur,Tamil_Nadu,11,14,0,Low,Safe,Experienced,Adult
46281,2495998,57,9,single,rented,no,Magistrate,Danapur,Bihar,9,13,0,Low,Safe,Experienced,Senior
46282,5692327,45,4,single,rented,yes,Librarian,Ozhukarai,Puducherry,3,10,0,Medium,Safe,Experienced,Adult
46283,5110841,47,7,single,rented,no,Technical_writer,Orai,Uttar_Pradesh,4,13,0,Medium,Safe,Experienced,Adult
46284,2827715,23,1,single,rented,no,Chartered_Accountant,Indore,Madhya_Pradesh,1,14,0,Low,Safe,Experienced,Young
46285,3245048,38,8,single,rented,yes,Psychologist,Bharatpur,Rajasthan,8,13,0,Medium,Safe,Experienced,Adult
46286,6536145,39,0,single,owned,no,Drafter,Sultan_Pur_Majra,Delhi,0,11,0,Medium,Safe,Experienced,Adult
46287,4644109,52,14,single,rented,no,Dentist,Karaikudi,Tamil_Nadu,6,14,0,Medium,Safe,Experienced,Senior
46288,729340,57,13,single,rented,no,Lawyer,Dehradun,Uttarakhand,13,10,0,Low,Safe,Experienced,Senior
46289,5157518,23,6,single,rented,no,Engineer,Thane,Maharashtra,6,14,0,Medium,Safe,Experienced,Young
46290,7627512,44,14,single,rented,no,Chemical_engineer,Ulhasnagar,Maharashtra,5,13,0,High,Safe,Experienced,Adult
46291,3321237,53,20,single,rented,no,Civil_servant,Rajahmundry[19][20],Andhra_Pradesh,13,11,0,Medium,Safe,Experienced,Senior
46292,4581003,33,14,single,rented,no,Firefighter,Mirzapur,Uttar_Pradesh,4,13,0,Medium,Safe,Experienced,Adult
46293,3169984,29,1,single,rented,no,Politician,Haridwar,Uttarakhand,1,11,0,Medium,Safe,Experienced,Young
46294,385066,53,1,single,rented,no,Drafter,Bidar,Karnataka,1,11,0,Low,Safe,Experienced,Senior
46295,4349239,57,5,single,rented,no,Architect,Durg,Chhattisgarh,5,13,0,Medium,Safe,Experienced,Senior
46296,9841721,58,19,single,rented,no,Biomedical_Engineer,Bongaigaon,Assam,9,12,0,High,Safe,Experienced,Senior
46297,9317664,62,8,single,rented,yes,Computer_operator,Mathura,Uttar_Pradesh,8,12,0,High,Safe,Experienced,Senior
46298,7377482,31,5,single,rented,yes,Design_Engineer,Kavali,Andhra_Pradesh,5,10,0,High,Safe,Experienced,Adult
46299,7891332,55,8,single,rented,no,Petroleum_Engineer,Ajmer,Rajasthan,5,10,0,High,Safe,Experienced,Senior
46300,4925097,69,9,single,rented,no,Technology_specialist,Thoothukudi,Tamil_Nadu,9,12,0,Medium,Safe,Experienced,Senior
46301,6000177,70,1,single,rented,no,Hotel_Manager,Faridabad,Haryana,1,14,0,Medium,Safe,Experienced,Senior
46302,2984988,70,7,single,rented,yes,Web_designer,Bijapur,Karnataka,7,13,0,Low,Safe,Experienced,Senior
46303,754974,32,9,single,rented,no,Secretary,Hapur,Uttar_Pradesh,9,13,0,Low,Safe,Experienced,Adult
46304,8158874,39,10,married,rented,no,Chemical_engineer,Indore,Madhya_Pradesh,5,14,0,High,Safe,Experienced,Adult
46305,7915651,64,8,single,rented,no,Psychologist,Jamnagar,Gujarat,3,12,0,High,Safe,Experienced,Senior
46306,1065147,56,3,single,rented,no,Financial_Analyst,Ahmednagar,Maharashtra,3,10,0,Low,Safe,Experienced,Senior
46307,1621444,22,16,single,rented,no,Dentist,Gaya,Bihar,9,11,1,Low,Risky,Experienced,Young
46308,554641,71,20,single,rented,yes,Technician,Bhopal,Madhya_Pradesh,8,10,0,Low,Safe,Experienced,Senior
46309,5910401,68,14,single,rented,yes,Chef,Panihati,West_Bengal,14,10,0,Medium,Safe,Experienced,Senior
46310,1392884,29,11,single,rented,yes,Scientist,Varanasi,Uttar_Pradesh,5,14,0,Low,Safe,Experienced,Young
46311,8121180,78,17,single,rented,no,Statistician,Bhopal,Madhya_Pradesh,3,10,0,High,Safe,Experienced,Senior
46312,7134787,63,15,single,rented,no,Web_designer,Sambalpur,Odisha,12,12,0,High,Safe,Experienced,Senior
46313,7247143,55,2,single,norent_noown,yes,Mechanical_engineer,Ongole,Andhra_Pradesh,2,11,0,High,Safe,Experienced,Senior
46314,3134138,22,14,single,rented,no,Aviator,Pallavaram,Tamil_Nadu,8,13,0,Medium,Safe,Experienced,Young
46315,5891297,51,9,single,rented,no,Economist,Vasai-Virar,Maharashtra,9,10,0,Medium,Safe,Experienced,Senior
46316,7982817,60,6,single,rented,yes,Psychologist,Bhiwani,Haryana,5,14,0,High,Safe,Experienced,Senior
46317,9241052,69,2,single,rented,yes,Dentist,Thanjavur,Tamil_Nadu,2,13,1,High,Risky,Experienced,Senior
46318,612912,66,15,single,rented,no,Chef,Kanpur,Uttar_Pradesh,14,12,0,Low,Safe,Experienced,Senior
46319,7767363,22,16,single,rented,no,Artist,Khammam,Telangana,3,14,0,High,Safe,Experienced,Young
46320,5091752,66,2,single,rented,no,Chemical_engineer,Bhilwara,Rajasthan,2,11,0,Medium,Safe,Experienced,Senior
46321,2113388,51,17,married,rented,no,Scientist,Bhimavaram,Andhra_Pradesh,13,14,0,Low,Safe,Experienced,Senior
46322,4792051,42,18,single,owned,no,Fashion_Designer,Farrukhabad,Uttar_Pradesh,14,13,0,Medium,Safe,Experienced,Adult
46323,1969104,28,9,single,rented,no,Police_officer,Tezpur,Assam,7,14,1,Low,Risky,Experienced,Young
46324,9260693,56,8,married,rented,yes,Technician,Gaya,Bihar,7,10,0,High,Safe,Experienced,Senior
46325,2327351,57,10,single,rented,yes,Design_Engineer,Agartala,Tripura,10,12,0,Low,Safe,Experienced,Senior
46326,1158811,63,16,single,rented,no,Design_Engineer,Tiruchirappalli[10],Tamil_Nadu,5,13,0,Low,Safe,Experienced,Senior
46327,4803487,63,13,single,rented,yes,Petroleum_Engineer,Burhanpur,Madhya_Pradesh,12,13,0,Medium,Safe,Experienced,Senior
46328,2854714,46,20,single,rented,no,Statistician,Bhagalpur,Bihar,7,10,0,Low,Safe,Experienced,Adult
46329,7360578,26,6,married,rented,yes,Scientist,Faridabad,Haryana,6,10,0,High,Safe,Experienced,Young
46330,2030566,42,8,single,rented,no,Statistician,Bihar_Sharif,Bihar,4,14,0,Low,Safe,Experienced,Adult
46331,8878375,65,7,single,rented,no,Secretary,Singrauli,Madhya_Pradesh,7,14,1,High,Risky,Experienced,Senior
46332,5963291,41,13,single,rented,no,Aviator,Adoni,Andhra_Pradesh,5,10,0,Medium,Safe,Experienced,Adult
46333,5021070,47,20,single,rented,no,Magistrate,Khammam,Telangana,7,10,0,Medium,Safe,Experienced,Adult
46334,5187890,62,17,single,rented,no,Designer,Mehsana,Gujarat,8,10,0,Medium,Safe,Experienced,Senior
46335,3720964,26,12,single,rented,no,Chartered_Accountant,Latur,Maharashtra,11,13,0,Medium,Safe,Experienced,Young
46336,848202,56,12,single,rented,yes,Geologist,Rampur,Uttar_Pradesh,12,12,0,Low,Safe,Experienced,Senior
46337,456398,74,17,single,rented,yes,Scientist,Raebareli,Uttar_Pradesh,7,14,0,Low,Safe,Experienced,Senior
46338,2928073,54,13,single,rented,no,Surgeon,Agartala,Tripura,13,14,0,Low,Safe,Experienced,Senior
46339,2544949,39,15,single,rented,no,Computer_hardware_engineer,Amravati,Maharashtra,10,13,0,Low,Safe,Experienced,Adult
46340,6940796,46,17,single,rented,no,Analyst,Bhiwandi,Maharashtra,9,11,0,Medium,Safe,Experienced,Adult
46341,2743131,47,2,single,rented,no,Technician,Dibrugarh,Assam,2,14,0,Low,Safe,Experienced,Adult
46342,2145278,47,9,single,rented,yes,Firefighter,Anantapuram[24],Andhra_Pradesh,8,10,0,Low,Safe,Experienced,Adult
46343,6006286,55,5,single,rented,yes,Computer_hardware_engineer,Hajipur[31],Bihar,3,13,0,Medium,Safe,Experienced,Senior
46344,1475128,33,4,single,rented,yes,Technician,Miryalaguda,Telangana,4,10,0,Low,Safe,Experienced,Adult
46345,4812262,62,3,single,owned,no,Lawyer,Karimnagar,Telangana,3,13,0,Medium,Safe,Experienced,Senior
46346,5977613,71,14,single,rented,yes,Petroleum_Engineer,Jaunpur,Uttar_Pradesh,4,12,0,Medium,Safe,Experienced,Senior
46347,9361569,64,9,single,rented,no,Artist,Tirupati[21][22],Andhra_Pradesh,9,10,0,High,Safe,Experienced,Senior
46348,997838,62,5,single,rented,no,Computer_operator,Junagadh,Gujarat,3,13,0,Low,Safe,Experienced,Senior
46349,3425481,62,14,single,rented,yes,Civil_servant,Silchar,Assam,12,12,0,Medium,Safe,Experienced,Senior
46350,5495682,33,3,single,rented,no,Scientist,Tinsukia,Assam,3,12,0,Medium,Safe,Experienced,Adult
46351,4435181,25,19,single,rented,no,Consultant,Bhalswa_Jahangir_Pur,Delhi,12,13,0,Medium,Safe,Experienced,Young
46352,6003357,48,9,single,rented,no,Artist,Etawah,Uttar_Pradesh,9,11,0,Medium,Safe,Experienced,Adult
46353,8683216,21,0,married,rented,no,Chartered_Accountant,Moradabad,Uttar_Pradesh,0,12,1,High,Risky,Experienced,Young
46354,2822929,29,5,single,rented,yes,Chemical_engineer,Tiruvottiyur,Tamil_Nadu,5,10,0,Low,Safe,Experienced,Young
46355,8018694,37,16,single,rented,yes,Computer_operator,Machilipatnam,Andhra_Pradesh,10,13,0,High,Safe,Experienced,Adult
46356,6866088,68,19,married,rented,yes,Web_designer,Ichalkaranji,Maharashtra,10,13,0,Medium,Safe,Experienced,Senior
46357,1296942,26,13,married,norent_noown,no,Chemical_engineer,Mehsana,Gujarat,5,11,0,Low,Safe,Experienced,Young
46358,2135764,35,19,single,rented,no,Flight_attendant,Gopalpur,West_Bengal,5,14,0,Low,Safe,Experienced,Adult
46359,1294095,47,9,single,owned,no,Surgeon,Hajipur[31],Bihar,8,14,0,Low,Safe,Experienced,Adult
46360,2713971,74,2,single,rented,yes,Politician,Chittoor[28],Andhra_Pradesh,2,12,1,Low,Risky,Experienced,Senior
46361,7089126,76,14,single,rented,no,Engineer,Panchkula,Haryana,5,12,0,High,Safe,Experienced,Senior
46362,4566497,61,1,single,rented,no,Psychologist,Anantapuram[24],Andhra_Pradesh,1,10,0,Medium,Safe,Experienced,Senior
46363,5554480,25,19,single,rented,yes,Engineer,Saharsa[29],Bihar,12,10,0,Medium,Safe,Experienced,Young
46364,6244382,58,10,single,rented,no,Firefighter,Bulandshahr,Uttar_Pradesh,4,10,0,Medium,Safe,Experienced,Senior
46365,7195430,31,7,single,rented,no,Technician,Chittoor[28],Andhra_Pradesh,7,12,0,High,Safe,Experienced,Adult
46366,6879127,26,12,single,rented,no,Economist,Ratlam,Madhya_Pradesh,3,12,0,Medium,Safe,Experienced,Young
46367,1739250,29,3,single,rented,no,Psychologist,Bhiwani,Haryana,3,11,0,Low,Safe,Experienced,Young
46368,4493857,68,3,single,norent_noown,no,Army_officer,Rewa,Madhya_Pradesh,3,13,0,Medium,Safe,Experienced,Senior
46369,3564477,58,19,single,rented,no,Police_officer,Jamnagar,Gujarat,10,10,0,Medium,Safe,Experienced,Senior
46370,4006235,74,11,single,rented,no,Technology_specialist,Bhagalpur,Bihar,3,13,0,Medium,Safe,Experienced,Senior
46371,1917641,48,3,single,rented,yes,Drafter,Sri_Ganganagar,Rajasthan,3,14,0,Low,Safe,Experienced,Adult
46372,3316589,76,6,single,rented,no,Police_officer,Gurgaon,Haryana,3,14,0,Medium,Safe,Experienced,Senior
46373,7864739,61,10,single,rented,no,Physician,Phusro,Jharkhand,5,11,1,High,Risky,Experienced,Senior
46374,1077388,45,20,single,rented,yes,Lawyer,Gandhinagar,Gujarat,12,11,0,Low,Safe,Experienced,Adult
46375,582273,64,14,single,rented,no,Dentist,Karnal,Haryana,3,13,0,Low,Safe,Experienced,Senior
46376,9685379,23,4,single,rented,no,Technical_writer,Mumbai,Maharashtra,4,13,0,High,Safe,Experienced,Young
46377,5347851,73,18,single,rented,no,Dentist,Jammu[16],Jammu_and_Kashmir,8,10,0,Medium,Safe,Experienced,Senior
46378,5377559,37,1,single,rented,no,Comedian,Durg,Chhattisgarh,1,11,0,Medium,Safe,Experienced,Adult
46379,1905150,71,1,single,rented,no,Technician,Aizawl,Mizoram,1,11,0,Low,Safe,Experienced,Senior
46380,6670570,77,5,single,rented,no,Computer_hardware_engineer,Parbhani,Maharashtra,4,10,0,Medium,Safe,Experienced,Senior
46381,6815932,77,6,single,rented,yes,Fashion_Designer,Ulhasnagar,Maharashtra,6,14,0,Medium,Safe,Experienced,Senior
46382,4028229,46,17,single,rented,no,Analyst,Kota[6],Rajasthan,5,12,0,Medium,Safe,Experienced,Adult
46383,3879880,49,10,single,rented,no,Politician,Farrukhabad,Uttar_Pradesh,10,12,0,Medium,Safe,Experienced,Adult
46384,9899126,68,2,single,rented,no,Chef,Machilipatnam,Andhra_Pradesh,2,12,0,High,Safe,Experienced,Senior
46385,7141845,69,13,single,rented,no,Scientist,Bongaigaon,Assam,13,10,0,High,Safe,Experienced,Senior
46386,5682930,56,16,single,rented,no,Police_officer,Hindupur,Andhra_Pradesh,8,14,0,Medium,Safe,Experienced,Senior
46387,110031,34,4,single,rented,no,Computer_hardware_engineer,Asansol,West_Bengal,4,13,0,Low,Safe,Experienced,Adult
46388,7936046,35,11,single,rented,yes,Financial_Analyst,Thane,Maharashtra,10,14,0,High,Safe,Experienced,Adult
46389,7282131,28,19,single,rented,no,Flight_attendant,Unnao,Uttar_Pradesh,13,11,0,High,Safe,Experienced,Young
46390,4940114,43,8,single,rented,no,Economist,Kulti,West_Bengal,8,10,1,Medium,Risky,Experienced,Adult
46391,5822214,26,12,single,rented,no,Technical_writer,Sambhal,Uttar_Pradesh,4,13,1,Medium,Risky,Experienced,Young
46392,6912450,23,17,single,rented,no,Technical_writer,Anantapuram[24],Andhra_Pradesh,10,14,0,Medium,Safe,Experienced,Young
46393,9173092,30,19,single,rented,no,Psychologist,Chapra,Bihar,9,11,1,High,Risky,Experienced,Adult
46394,1314166,58,17,single,rented,no,Chartered_Accountant,Alappuzha,Kerala,10,10,0,Low,Safe,Experienced,Senior
46395,6374359,30,14,single,rented,yes,Mechanical_engineer,Amroha,Uttar_Pradesh,6,13,0,Medium,Safe,Experienced,Adult
46396,2175504,72,14,single,rented,no,Geologist,Mathura,Uttar_Pradesh,11,11,0,Low,Safe,Experienced,Senior
46397,8306358,47,15,single,rented,no,Petroleum_Engineer,Raurkela_Industrial_Township,Odisha,14,12,0,High,Safe,Experienced,Adult
46398,7174895,28,2,single,rented,no,Consultant,Kalyan-Dombivli,Maharashtra,2,14,0,High,Safe,Experienced,Young
46399,2363227,66,18,single,rented,yes,Physician,Kolkata,West_Bengal,4,11,0,Low,Safe,Experienced,Senior
46400,91876,69,2,single,rented,no,Web_designer,Akola,Maharashtra,2,13,0,Low,Safe,Experienced,Senior
46401,5108631,30,2,single,rented,no,Magistrate,Morena,Madhya_Pradesh,2,10,0,Medium,Safe,Experienced,Adult
46402,3983496,76,1,single,rented,no,Statistician,Karawal_Nagar,Delhi,1,12,0,Medium,Safe,Experienced,Senior
46403,2073253,37,14,single,rented,no,Petroleum_Engineer,Thane,Maharashtra,3,10,0,Low,Safe,Experienced,Adult
46404,3498172,72,1,single,rented,no,Aviator,Tiruchirappalli[10],Tamil_Nadu,1,11,0,Medium,Safe,Experienced,Senior
46405,9589262,43,13,single,rented,no,Web_designer,Bidhannagar,West_Bengal,4,10,0,High,Safe,Experienced,Adult
46406,12902,23,12,single,rented,no,Army_officer,Anantapur,Andhra_Pradesh,8,12,0,Low,Safe,Experienced,Young
46407,1600707,39,4,single,rented,no,Designer,Varanasi,Uttar_Pradesh,4,12,0,Low,Safe,Experienced,Adult
46408,7851638,51,9,single,rented,no,Engineer,Bidhannagar,West_Bengal,9,12,0,High,Safe,Experienced,Senior
46409,3727264,30,15,single,owned,no,Civil_engineer,Kirari_Suleman_Nagar,Delhi,10,10,0,Medium,Safe,Experienced,Adult
46410,9934332,76,7,single,rented,no,Engineer,North_Dumdum,West_Bengal,7,14,0,High,Safe,Experienced,Senior
46411,3603703,75,2,single,owned,no,Geologist,Hapur,Uttar_Pradesh,2,12,0,Medium,Safe,Experienced,Senior
46412,5920246,75,13,single,rented,yes,Technology_specialist,Bathinda,Punjab,13,13,0,Medium,Safe,Experienced,Senior
46413,9181312,31,5,single,rented,no,Architect,Dhule,Maharashtra,5,13,1,High,Risky,Experienced,Adult
46414,7053325,31,8,single,rented,no,Mechanical_engineer,Mau,Uttar_Pradesh,8,11,0,High,Safe,Experienced,Adult
46415,5253114,50,7,single,owned,no,Computer_operator,Uluberia,West_Bengal,7,11,0,Medium,Safe,Experienced,Senior
46416,8314069,31,17,single,rented,no,Computer_operator,Gwalior,Madhya_Pradesh,8,14,1,High,Risky,Experienced,Adult
46417,4280751,38,12,single,rented,no,Chemical_engineer,Mahbubnagar,Telangana,8,11,0,Medium,Safe,Experienced,Adult
46418,347356,76,7,single,rented,no,Surveyor,Kolkata,West_Bengal,6,11,0,Low,Safe,Experienced,Senior
46419,432951,45,1,single,rented,yes,Technology_specialist,Shivpuri,Madhya_Pradesh,1,11,1,Low,Risky,Experienced,Adult
46420,6269156,66,6,single,rented,no,Hotel_Manager,Chandrapur,Maharashtra,6,12,0,Medium,Safe,Experienced,Senior
46421,7721477,63,1,single,rented,no,Design_Engineer,Madhyamgram,West_Bengal,1,10,0,High,Safe,Experienced,Senior
46422,9757979,53,18,single,rented,no,Psychologist,Noida,Uttar_Pradesh,12,10,0,High,Safe,Experienced,Senior
46423,9775983,65,6,single,rented,no,Biomedical_Engineer,Ranchi,Jharkhand,6,12,0,High,Safe,Experienced,Senior
46424,4631758,63,1,single,owned,no,Surveyor,Giridih,Jharkhand,1,11,0,Medium,Safe,Experienced,Senior
46425,267701,65,19,single,rented,yes,Politician,Sambhal,Uttar_Pradesh,9,13,0,Low,Safe,Experienced,Senior
46426,2478859,57,3,single,rented,no,Design_Engineer,Bellary,Karnataka,3,13,0,Low,Safe,Experienced,Senior
46427,2499018,24,15,single,rented,no,Magistrate,Motihari[34],Bihar,8,13,1,Low,Risky,Experienced,Young
46428,7410201,57,8,single,rented,no,Microbiologist,Raipur,Chhattisgarh,5,12,0,High,Safe,Experienced,Senior
46429,5998522,44,1,single,rented,no,Flight_attendant,Vasai-Virar,Maharashtra,1,10,0,Medium,Safe,Experienced,Adult
46430,2546609,41,6,single,rented,no,Designer,Berhampore,West_Bengal,6,13,0,Low,Safe,Experienced,Adult
46431,6719153,41,7,single,rented,no,Secretary,Bhilai,Chhattisgarh,7,12,0,Medium,Safe,Experienced,Adult
46432,4448630,39,3,single,rented,no,Physician,Katihar,Bihar,3,14,0,Medium,Safe,Experienced,Adult
46433,8342442,30,17,single,rented,no,Chemical_engineer,Jammu[16],Jammu_and_Kashmir,11,10,0,High,Safe,Experienced,Adult
46434,9433222,48,14,single,rented,yes,Scientist,Silchar,Assam,10,11,1,High,Risky,Experienced,Adult
46435,4236914,47,15,married,rented,yes,Engineer,Baranagar,West_Bengal,10,11,0,Medium,Safe,Experienced,Adult
46436,3679043,60,5,single,rented,no,Air_traffic_controller,Bulandshahr,Uttar_Pradesh,3,12,0,Medium,Safe,Experienced,Senior
46437,6831818,21,0,single,rented,no,Technician,Belgaum,Karnataka,0,13,0,Medium,Safe,Experienced,Young
46438,1178782,69,15,single,rented,no,Hotel_Manager,Singrauli,Madhya_Pradesh,5,13,0,Low,Safe,Experienced,Senior
46439,3791460,22,15,single,rented,no,Biomedical_Engineer,Bahraich,Uttar_Pradesh,7,14,0,Medium,Safe,Experienced,Young
46440,6963857,24,11,single,norent_noown,yes,Computer_operator,Howrah,West_Bengal,7,10,0,Medium,Safe,Experienced,Young
46441,5258493,38,8,single,rented,no,Microbiologist,Kanpur,Uttar_Pradesh,6,12,0,Medium,Safe,Experienced,Adult
46442,2152214,50,14,single,rented,yes,Librarian,Saharsa[29],Bihar,7,13,0,Low,Safe,Experienced,Senior
46443,2570723,45,15,single,rented,no,Mechanical_engineer,Anand,Gujarat,6,12,0,Low,Safe,Experienced,Adult
46444,3065180,59,5,single,rented,no,Comedian,Tiruvottiyur,Tamil_Nadu,5,11,0,Medium,Safe,Experienced,Senior
46445,3023559,65,16,married,rented,yes,Psychologist,Proddatur,Andhra_Pradesh,8,10,1,Medium,Risky,Experienced,Senior
46446,2535189,74,6,married,rented,no,Analyst,Pimpri-Chinchwad,Maharashtra,3,12,0,Low,Safe,Experienced,Senior
46447,5273020,29,1,married,rented,no,Economist,Orai,Uttar_Pradesh,1,14,0,Medium,Safe,Experienced,Young
46448,7026123,59,19,single,rented,yes,Drafter,Madanapalle,Andhra_Pradesh,4,10,0,High,Safe,Experienced,Senior
46449,6641767,35,1,married,rented,no,Surgeon,Shimoga,Karnataka,1,10,0,Medium,Safe,Experienced,Adult
46450,9438795,62,14,single,rented,no,Technology_specialist,Jalgaon,Maharashtra,10,11,0,High,Safe,Experienced,Senior
46451,7479878,55,8,married,rented,no,Analyst,Allahabad,Uttar_Pradesh[5],8,14,0,High,Safe,Experienced,Senior
46452,9791163,54,18,single,rented,yes,Industrial_Engineer,Kollam,Kerala,11,14,0,High,Safe,Experienced,Senior
46453,9306411,66,16,single,rented,no,Statistician,Pune,Maharashtra,3,10,0,High,Safe,Experienced,Senior
46454,4479372,22,14,single,rented,no,Architect,Rajpur_Sonarpur,West_Bengal,5,13,0,Medium,Safe,Experienced,Young
46455,429827,35,2,single,rented,no,Consultant,Silchar,Assam,2,14,1,Low,Risky,Experienced,Adult
46456,4298524,38,6,married,rented,yes,Surveyor,Chittoor[28],Andhra_Pradesh,4,10,1,Medium,Risky,Experienced,Adult
46457,2149916,73,5,single,rented,yes,Petroleum_Engineer,Amroha,Uttar_Pradesh,5,13,0,Low,Safe,Experienced,Senior
46458,6302308,35,19,married,rented,no,Comedian,Thanjavur,Tamil_Nadu,12,10,0,Medium,Safe,Experienced,Adult
46459,2833907,61,11,married,rented,no,Librarian,Karimnagar,Telangana,6,12,0,Low,Safe,Experienced,Senior
46460,7212880,21,17,single,rented,no,Biomedical_Engineer,Guna,Madhya_Pradesh,13,12,0,High,Safe,Experienced,Young
46461,2307412,57,7,single,rented,no,Scientist,Aurangabad,Maharashtra,5,14,0,Low,Safe,Experienced,Senior
46462,2566021,39,17,married,rented,no,Artist,Thane,Maharashtra,3,10,0,Low,Safe,Experienced,Adult
46463,9312068,23,0,single,rented,no,Industrial_Engineer,Panipat,Haryana,0,11,0,High,Safe,Experienced,Young
46464,2087335,27,1,single,rented,yes,Hotel_Manager,Bangalore,Karnataka,1,12,0,Low,Safe,Experienced,Young
46465,3573044,52,17,single,rented,yes,Computer_hardware_engineer,Miryalaguda,Telangana,8,12,0,Medium,Safe,Experienced,Senior
46466,1389018,55,18,single,rented,no,Microbiologist,Vellore,Tamil_Nadu,9,11,0,Low,Safe,Experienced,Senior
46467,74741,59,14,single,rented,yes,Graphic_Designer,Vellore,Tamil_Nadu,6,11,0,Low,Safe,Experienced,Senior
46468,1916815,53,8,single,rented,no,Police_officer,Chinsurah,West_Bengal,8,14,0,Low,Safe,Experienced,Senior
46469,7441117,51,4,single,rented,no,Physician,Bidhannagar,West_Bengal,4,13,0,High,Safe,Experienced,Senior
46470,8280318,60,5,single,rented,no,Software_Developer,South_Dumdum,West_Bengal,5,11,0,High,Safe,Experienced,Senior
46471,1731271,44,20,single,rented,no,Official,Bhimavaram,Andhra_Pradesh,8,12,0,Low,Safe,Experienced,Adult
46472,9370159,76,4,single,rented,yes,Surgeon,Jaunpur,Uttar_Pradesh,4,14,0,High,Safe,Experienced,Senior
